No,Active_Ingredient,Concentration,Drug_Name,License_Code,Form,Manufacturer,Made_In,Minimum_Unit,Quantity,Price_w_VAT,Price_Total,Bidder,Department_Hospital,Group,Year,Level,Fiscal_Year,code,Is_AB,Usage
7575,Levofloxacin,500mg,Cravit Tab 500mg 5's,VN-9169-09,Hộp 1 vỉ x 5 viên,Interthai Pharmaceutical Manufacturing Ltd.,Thailand,Viên,6e3,37950,2277e5,CT TNHH MTV Dược liệu TW2,Bệnh viện Bệnh Nhiệt đới TW,BDG,2016,national,2016-2017,C50197,TRUE,Oral
7576,Levofloxacin,5mg/ml,Cravit Iv 750mg/150ml 1's,VN-9170-09,Hộp 1 lọ 150ml,Olic (Thailand) Ltd.,Thailand,Lọ,3e3,325e3,975e6,CT TNHH MTV Dược liệu TW2,Bệnh viện Bệnh Nhiệt đới TW,BDG,2016,national,2016-2017,C50198,TRUE,"NA"
7584,Meropenem,1000mg,Meronem Inj 1g 10's,VN-17831-14,Hộp 10 lọ 30ml,ACS Dobfar S.P.A; cơ sở đóng gói 1:Zambon Switzerland Ltd./ cơ sở đóng gói 2: AstraZeneca UK Limited,Italy,Lọ,15e3,803723,12055845e3,CT TNHH MTV Dược liệu TW2,Bệnh viện Bệnh Nhiệt đới TW,BDG,2016,national,2016-2017,C50206,TRUE,"NA"
7585,Meropenem,500mg,Meronem Inj 500mg 10's,VN-17832-14,Hộp 10 lọ 20ml,ACS Dobfar S.P.A; cơ sở đóng gói 1:Zambon Switzerland Ltd./ cơ sở đóng gói 2: AstraZeneca UK Limited,Italy,Lọ,1500,464373,696559500,CT TNHH MTV Dược liệu TW2,Bệnh viện Bệnh Nhiệt đới TW,BDG,2016,national,2016-2017,C50207,TRUE,"NA"
7593,Moxifloxacin,"0,5% x 5ml",Vigamox 0.5% 5ml,VN-15707-12,Hộp 1 lọ 5ml,"Alcon Laboratories, Inc.",USA,Lọ,300,89999,26999700,CT CP DP TBYT Hà Nội,Bệnh viện Bệnh Nhiệt đới TW,BDG,2016,national,2016-2017,C50215,TRUE,"NA"
7594,Moxifloxacin,400mg/250ml,Avelox Inj 400mg250ml 1's,VN-18602-15,Hộp 1 chai 250ml,Bayer Pharma AG,Germany,Chai,6e3,367500,2205e6,CT TNHH MTV Dược liệu TW2,Bệnh viện Bệnh Nhiệt đới TW,BDG,2016,national,2016-2017,C50216,TRUE,Injection
7595,Moxifloxacin,400mg,Avelox Tab 400mg 5's,VN-9005-09 (VN-19011-15),Hộp 1 vỉ x 5 viên,Bayer Pharma AG,Germany,Viên,3750,52500,196875e3,CT TNHH MTV Dược liệu TW2,Bệnh viện Bệnh Nhiệt đới TW,BDG,2016,national,2016-2017,C50217,TRUE,Oral
7601,Ofloxacin,3mg/ml,Oflovid 3mg/ml x 5ml,VN-19341-15,Hộp 1 lọ 5ml,Santen Pharmaceutical Co. Ltd.,Japan,Lọ,450,55872,25142400,CT CP DP TBYT Hà Nội,Bệnh viện Bệnh Nhiệt đới TW,BDG,2016,national,2016-2017,C50223,TRUE,"NA"
7634,Teicoplanin,400mg/ 3ml,TARGOCID 400mg,VN-10554-10,Hộp 1 lọ bột + 1 ống nước cất pha tiêm 3ml,Gruppo Lepetit S.R.L.,Italy,Lọ,750,43e4,3225e5,CT TNHH MTV Dược liệu TW2,Bệnh viện Bệnh Nhiệt đới TW,BDG,2016,national,2016-2017,C50256,TRUE,Injection
7637,Tigecyclin,50mg,Tygacil IV Infusion 50mg 10's,VN2-226-14,Hộp 10 lọ,Wyeth Lederle S.r.l,Italy,Lọ,1500,731e3,10965e5,CT TNHH MTV Dược liệu TW2,Bệnh viện Bệnh Nhiệt đới TW,BDG,2016,national,2016-2017,C50259,TRUE,"NA"
7638,Tobramicin,"0,3% x 5ml",Tobrex 0.3% 5ml,VN-7954-09 (có CV gia hạn hiệu lực SĐK),Hộp 1 lọ 5ml,s.a Alcon Couvreur NV,Belgium,Lọ,450,39999,17999550,CT CP DP TBYT Hà Nội,Bệnh viện Bệnh Nhiệt đới TW,BDG,2016,national,2016-2017,C50260,TRUE,"NA"
7744,Roxithromycin,125mg/5ml,Klacid,VN-16101-13,"Hộp 1 lọ 60 ml, Cốm pha hỗn dịch uống, Uống",PT. Abbott Indonesia,Indonesia,Lọ,30,103140,3094200,Y dược phẩm Vimedimex,Bệnh viện Châm cứu TW,BDG,2016,national,2016-2017,C50366,TRUE,Oral
7944,Cefazolin,1g,Cefazolin Actavis 1g,VN-10713-10,Hộp 10 lọ,Balkanpharma Razgrad AD - Bulgaria,Bulgary,Lọ,4e4,18200,728e6,Công ty cổ phần Armephaco,Bệnh viện Chợ Rẫy,1,2016,national,2016-2017,C50566,TRUE,"NA"
7945,Cefazolin,1g,Zolifast 1000,VD-23021-15,Hộp 10 lọ,Tenamyd Pharma (EU-GMP) - Việt Nam,Vietnam,Lọ,11e4,16800,1848e6,Công ty cổ phần dược phẩm Tenamyd,Bệnh viện Chợ Rẫy,2,2016,national,2016-2017,C50567,TRUE,"NA"
7946,Cefazolin,1g,Vicizolin,VD-16615-12,H/10,VCP - Việt Nam,Vietnam,Lọ,3e4,6850,2055e5,Công ty cổ phần dược phẩm Trung Ương CPC1,Bệnh viện Chợ Rẫy,3,2016,national,2016-2017,C50568,TRUE,"NA"
7947,Cefazolin,2g,Zolifast 2000,VD-23022-15,Hộp 10 lọ,Tenamyd Pharma (EU-GMP) - Việt Nam,Vietnam,Lọ,6e4,34986,209916e4,Công ty cổ phần dược phẩm Tenamyd,Bệnh viện Chợ Rẫy,2,2016,national,2016-2017,C50569,TRUE,"NA"
7952,Cefoxitin,1g,Cefoxitin Gerda 1g,10310/QLD-KD;14692/QLD-KD,Hộp/10 Lọ bột 1g,LDP-Laboratories Torlan SA - Spain,Spain,Lọ,2e4,147900,2958e6,Công ty trách hiệm hữu hạn dược phẩm Đại Dương,Bệnh viện Chợ Rẫy,1,2016,national,2016-2017,C50574,TRUE,Injection
7953,Cefoxitin,1g,Tenafotin 1000,VD-23019-15,Hộp 10 lọ,Tenamyd Pharma Corp - Việt Nam,Vietnam,Lọ,5e4,67977,339885e4,Công ty Cổ Phần dược Trung ương Medipharco Tenamyd,Bệnh viện Chợ Rẫy,2,2016,national,2016-2017,C50575,TRUE,"NA"
7954,Cefoxitin,2g,Tenafotin 2000,VD-23020-15,Hộp 10 lọ,Tenamyd Pharma (EU-GMP) - Việt Nam,Vietnam,Lọ,5e4,134988,67494e5,Công ty cổ phần dược phẩm Tenamyd,Bệnh viện Chợ Rẫy,2,2016,national,2016-2017,C50576,TRUE,"NA"
7956,Ceftazidime,1g,Demozidim,VN-18291-14,Hộp 10 lọ,Greece - Demo S.A. Pharmaceutical Industry,Greece,Lọ,3e4,26800,804e6,Công ty trách nhiệm hữu hạn Bình Việt Đức,Bệnh viện Chợ Rẫy,1,2016,national,2016-2017,C50578,TRUE,"NA"
7957,Ceftazidime,1g,Zidimbiotic 1000,VD-19012-13,Hộp 10 lọ,Tenamyd Pharma (EU-GMP) - Việt Nam,Vietnam,Lọ,35e3,17997,629895e3,Công ty cổ phần dược phẩm Tenamyd,Bệnh viện Chợ Rẫy,2,2016,national,2016-2017,C50579,TRUE,"NA"
7958,Ceftazidime,1g,Ceftazidim 1g,VD-18402-13,H/10,VCP - Việt Nam,Vietnam,Lọ,105e3,11250,118125e4,Công ty cổ phần dược phẩm Trung Ương CPC1,Bệnh viện Chợ Rẫy,3,2016,national,2016-2017,C50580,TRUE,"NA"
7959,Ceftazidime,2g,Zidimbiotic 2000,VD-19013-13,Hộp 10 lọ,Tenamyd Pharma (EU-GMP) - Việt Nam,Vietnam,Lọ,5e4,34986,17493e5,Công ty cổ phần dược phẩm Tenamyd,Bệnh viện Chợ Rẫy,2,2016,national,2016-2017,C50581,TRUE,"NA"
7960,Ceftazidime,2g,Vitazidim 2g,VD-19986-13,H/10,VCP - Việt Nam,Vietnam,Lọ,5e4,19500,975e6,Công ty cổ phần dược phẩm Trung Ương CPC1,Bệnh viện Chợ Rẫy,3,2016,national,2016-2017,C50582,TRUE,"NA"
7964,Cefuroxime,"1,5g",Cefurofast 1500,VD-19936-13,Hộp 10 lọ,Tenamyd Pharma (EU-GMP) - Việt Nam,Vietnam,Lọ,5e3,37968,18984e4,Công ty cổ phần dược phẩm Tenamyd,Bệnh viện Chợ Rẫy,2,2016,national,2016-2017,C50586,TRUE,"NA"
7965,Cefuroxime,500mg,Xorimax Tab 500mg 10's,VN-9850-10,Hộp 1 vỉ x 10 viên,Sandoz GmbH - Áo,Austria,Viên,4e4,10450,418e6,Công ty cổ phần dược liệu Trung Ương 2,Bệnh viện Chợ Rẫy,1,2016,national,2016-2017,C50587,TRUE,Oral
7971,Ciprofloxacin,"0,002",Cetraxal,VN-18541-14,"Hộp 15 ống x 0,25ml","Laboratorios Salvat, S.A -  Tây Ban Nha",Spain,Lọ,15e3,8600,129e6,Công ty trách nhiệm hữu hạn dược phẩm và trang thiết bị y tế Hoàng Đức,Bệnh viện Chợ Rẫy,1,2016,national,2016-2017,C50593,TRUE,"NA"
7972,Ciprofloxacin,200mg/ 100ml,CiprofloxacinHameln 2mg/ml,VN-17331-13,Hộp 10 lọ,Germany - Solupharm Pharmazeutische Erzeugnisse GmbH,Germany,Lọ,4e4,54200,2168e6,Công ty trách nhiệm hữu hạn Bình Việt Đức,Bệnh viện Chợ Rẫy,1,2016,national,2016-2017,C50594,TRUE,"NA"
7973,Ciprofloxacin,400mg/200ml,Ciprofloxacin Polpharma,VN-18952-15,Hộp 1 túi,Pharmaceutical Works Polpharma S.A - Ba Lan,Poland,Túi,3e4,187500,5625e6,Công ty trách nhiệm hữu hạn thương mại dược phẩm Duy Anh,Bệnh viện Chợ Rẫy,1,2016,national,2016-2017,C50595,TRUE,"NA"
7974,Ciprofloxacin,0.2% Inj 200ml,Cipromax 2mg/ml Solution for infusion,VN-19374-15,"Hộp 1 chai 0,2%, 200ml
0,2% , 200ml",Yuria - Pharm Ltd - Ukraine,Ukraine,Chai/Túi,35e3,129e3,4515e6,Công ty cổ phần dược Đại Nam,Bệnh viện Chợ Rẫy,2,2016,national,2016-2017,C50596,TRUE,Injection
7975,Ciprofloxacin,200mg/20ml,Proxacin 1%,VN-15653-12,Hộp 10 lọ,Warsaw Pharmaceutical Works Polfa S.A - Ba Lan,Poland,Lọ,6e4,136e3,816e7,Công ty trách nhiệm hữu hạn thương mại dược phẩm Duy Anh,Bệnh viện Chợ Rẫy,1,2016,national,2016-2017,C50597,TRUE,"NA"
7985,Clindamycin,600mg/ 4ml,Clindacine 600,VD-18004-12,Hộp 5 ống 4ml,Vinphaco - Việt Nam,Vietnam,Ống,8e3,27930,22344e4,Công ty cổ phần dược phẩm Vĩnh Phúc,Bệnh viện Chợ Rẫy,3,2016,national,2016-2017,C50607,TRUE,"NA"
8001,Cycloserin,250mg,Boyata,VD-21049-14,Hộp/30 Viên,Công ty TNHH Dược phẩm Đạt vi phú - Việt Nam,Vietnam,Viên,2e4,19990,3998e5,Công ty trách hiệm hữu hạn dược phẩm Đại Dương,Bệnh viện Chợ Rẫy,3,2016,national,2016-2017,C50623,TRUE,Oral
8042,Doxycycline,100mg,DOXYCYCLIN,VD-22475-15,Hộp 10 vỉ x 10 viên,CÔNG TY CỔ PHẦN DƯỢC PHẨM KHÁNH HÒA - Việt Nam,Vietnam,Viên,22e3,263,5786e3,Công ty cổ phần dược phẩm Khánh Hòa,Bệnh viện Chợ Rẫy,3,2016,national,2016-2017,C50664,TRUE,Oral
8221,Levofloxacin,250mg,VILLEX-250,VD-22643-15,Hộp 3 vỉ x 10 viên,Công ty TNHH dược phẩm Đạt Vi Phú - Việt Nam,Vietnam,Viên,5e4,700,35e6,Công ty trách nhiệm hữu hạn dược phẩm Đạt Vi Phú,Bệnh viện Chợ Rẫy,3,2016,national,2016-2017,C50843,TRUE,Oral
8222,Levofloxacin,250mg,LEVOQUIN 250,VD-12523-10,Hộp/3vỉ x 4 viên,Pymepharco - Việt Nam,Vietnam,Viên,3500,5170,18095e3,Công ty cổ phần Pymepharco,Bệnh viện Chợ Rẫy,4,2016,national,2016-2017,C50844,TRUE,Oral
8287,Metronidazole,500mg/100ml,METRONIDAZOL KABI,VD-12493-10,"Chai 100ml, hộp 48 chai 100ml",Công ty Cổ phần Fresenius Kabi Bidiphar - Việt Nam,Vietnam,Chai Nhựa Ppkb,81500,8820,71883e4,Công ty cổ phần dược phẩm thiết bị y tế Hà Nội,Bệnh viện Chợ Rẫy,3,2016,national,2016-2017,C50909,TRUE,Injection
8334,Norfloxacin,400mg,INCARXOL,VN-19614-16,Hộp 02 vỉ x 7 viên,Laboratorios Lesvi S.L - Spain,Spain,Viên,1800,6180,11124e3,Liên danh Công ty trách nhiệm hữu hạn thương mại dược phẩm Thuận thành và Công ty cổ phần dược phẩm Âu Việt,Bệnh viện Chợ Rẫy,1,2016,national,2016-2017,C50956,TRUE,Oral
8484,Tigecyclin,50mg,Tygacil IV Infusion 50mg 10's,VN2-226-14,Hộp 10 lọ,Wyeth Lederle S.r.l - Ý,Italy,Lọ,1200,731e3,8772e5,Công ty cổ phần dược liệu Trung Ương 2,Bệnh viện Chợ Rẫy,1,2016,national,2016-2017,C51106,TRUE,"NA"
8486,Tinidazole,400mg/100ml,Tinidazole Injection 100ml:400mg,VN-14565-12,Hộp 1 chai 100ml,"Shijiazhuang No.4 Pharmaceutical Co., Ltd - Hồng Kông/TQ",Hongkong,Chai,7e3,12e3,84e6,Công ty trách nhiệm hữu hạn dược phẩm Châu Á - Thái Bình Dương,Bệnh viện Chợ Rẫy,5,2016,national,2016-2017,C51108,TRUE,Injection
8875,Cefamandole,1g,Amcefal,VD-18225-13,"Hộp 1 lọ , hộp 10 lọ, hộp 20 lọ, hộp 50 lọ, hộp 100 lọ, Bột pha tiêm",Công ty cổ phần dược phẩm Am Vi - Việt Nam,Vietnam,Lọ,7e3,22386,156702e3,YTECO,Bệnh viện ĐH Y HN,3,2016,national,2016-2017,C51497,TRUE,Injection
8879,Cefoperazone,1g,Medocef 1g,VN-15539-12,"Hộp 50 Lọ, lọ bột pha tiêm, đường tiêm",Medochemie Ltd - Síp,Cyprus,Lọ,3e4,47500,1425e6,KIM ĐÔ,Bệnh viện ĐH Y HN,1,2016,national,2016-2017,C51501,TRUE,Injection
8997,Levofloxacin,25mg/5ml,Cravit,VN-19340-15,"Hộp 1 lọ 5ml, Dung dịch nhỏ mắt, Nhỏ mắt","Santen Pharmaceutical Co., Ltd.- Nhà máy Noto  - Nhật",Japan,Lọ,200,81482,16296400,HAPHARCO,Bệnh viện ĐH Y HN,BDG,2016,national,2016-2017,C51619,TRUE,Ocular/Otic route
9045,Ceftazidime,1g,Fortum Inj.1g 1's ( Italy),VN-10705-10 (có gia hạn hiệu lực SĐK),"Hộp 1 lọ , Bột pha tiêm, có kèm dung môi, Tiêm tĩnh mạch, tiêm bắp (IV, IM)",GlaxoSmithKline Manufacturing SpA- Ý- Ý,Italy,Lọ,1e5,75600,756e7,DLTW2,Bệnh viện ĐH Y HN,BDG,2016,national,2016-2017,C51667,TRUE,Injection
9090,Roxithromycin,125mg/5ml,Klacid,VN-16101-13,"Hộp 1 lọ 60 ml, Cốm pha hỗn dịch uống, Uống",PT. Abbott Indonesia - Indonesia,Indonesia,Lọ,100,103140,10314e3,HAPHARCO,Bệnh viện ĐH Y HN,BDG,2016,national,2016-2017,C51712,TRUE,Oral
9091,Roxithromycin,250mg,Klacid 250mg,VN-12136-11,"Hộp 1 vỉ x 10 viên, Viên nén bao phim, Uống",Aesica Queenborough Ltd. - United Kingdom,UK,Viên,500,18e3,9e6,HAPHARCO,Bệnh viện ĐH Y HN,BDG,2016,national,2016-2017,C51713,TRUE,Oral
9092,Roxithromycin,500mg,Klacid Forte,VN-9912-10 (Có CV gia hạn hiệu lực SĐK),"Hộp 1 vỉ x 14 viên, Viên nén bao phim, Uống",Aesica Queenborough Ltd. - United Kingdom,UK,Viên,7e3,35926,251482e3,HAPHARCO,Bệnh viện ĐH Y HN,BDG,2016,national,2016-2017,C51714,TRUE,Oral
9093,Roxithromycin,500mg,Klacid MR,VN-9913-10 (Có CV gia hạn hiệu lực SĐK),"Hộp 1 vỉ x 5 viên, Viên nén giải phóng chậm, Uống",Aesica Queenborough Ltd. - United Kingdom,UK,Viên,5e3,36375,181875e3,HAPHARCO,Bệnh viện ĐH Y HN,BDG,2016,national,2016-2017,C51715,TRUE,Oral
9177,Ofloxacin,15mg/5ml,Oflovid,VN-19341-15,"Hộp 1 lọ 5ml, Dung dịch nhỏ mắt, Nhỏ mắt","Santen Pharmaceutical Co., Ltd.- Nhà máy Noto  - Nhật",Japan,Lọ,300,55872,16761600,HAPHARCO,Bệnh viện ĐH Y HN,BDG,2016,national,2016-2017,C51799,TRUE,Ocular/Otic route
9178,Ofloxacin,3mg/g,Oflovid Ophthalmic Ointment,VN-18723-15,"Hộp 1 tuýp 3,5g, Thuốc mỡ tra mắt, Tra mắt",Santen Pharmaceutical Co. Ltd.  - Nhật,Japan,Tube,300,70306,21091800,HAPHARCO,Bệnh viện ĐH Y HN,BDG,2016,national,2016-2017,C51800,TRUE,Ocular/Otic route
9226,Ceftriaxone,1g,Rocephin 1g I.V.,VN-17036-13,"Hộp 1 lọ thuốc + 1 ống 10ml dung môi pha tiêm, Thuốc bột pha tiêm  có dung môi, Tiêm",F.Hoffmann-La Roche Ltd - Thụy Sỹ,Switzerland,Lọ,3e4,181440,54432e5,HAPHARCO,Bệnh viện ĐH Y HN,BDG,2016,national,2016-2017,C51848,TRUE,Injection
9227,Ceftriaxone,250mg,Rocephin 250mg I.V.,VN-17037-13,"Hộp 1 lọ thuốc + 1 ống 5ml dung môi pha tiêm, Thuốc bột pha tiêm  có dung môi, Tiêm",F.Hoffmann-La Roche Ltd - Thụy Sỹ,Switzerland,Lọ,2e3,75495,15099e4,HAPHARCO,Bệnh viện ĐH Y HN,BDG,2016,national,2016-2017,C51849,TRUE,Injection
9228,Roxithromycin,150mg,Rulid,VD-22315-15,Hộp 01 vỉ x 10 viên nén bao phim; Uống,Roussel VN- Vietnam,Vietnam,Viên,4e3,4725,189e5,SAPHARCO,Bệnh viện ĐH Y HN,BDG,2016,national,2016-2017,C51850,TRUE,Oral
9382,Amikacin,250mg,Amikacin 125mg/ml,VN-17406-13,"Hộp 10 ống 2ml, Dung dịch tiêm truyền, Tiêm truyền",Sopharma PLC - Bulgaria,Bulgary,Lọ/Ống,2e3,24899,49798e3,VẠN XUÂN,Bệnh viện ĐH Y HN,1,2016,national,2016-2017,C52004,TRUE,Injection
9383,Amikacin,500mg/2ml,Amikacin 250mg/ml,VN-17407-13,"Hộp 10 ống 2ml, Dung dịch tiêm truyền, Tiêm truyền",Sopharma PLC - Bulgaria,Bulgary,Ống,2500,34200,855e5,VẠN XUÂN,Bệnh viện ĐH Y HN,1,2016,national,2016-2017,C52005,TRUE,Injection
9405,Cefamandole,1g,Tarcefandol,VN-17603-13,"Hộp/1lọ, bột pha tiêm, tiêm truyền","Tarchomin Pharmaceuticals Works Polfa  S.A, Ba Lan",Poland,Lọ,25e3,67e3,1675e6,ÂU VIỆT,Bệnh viện ĐH Y HN,1,2016,national,2016-2017,C52027,TRUE,Injection
9406,Cefazolin,1g,Cefazolin Actavis,VN-10713-10,"Hộp 10 lọ, Bột pha tiêm, Tiêm",Balkanpharma - Razgrad AD - Bulgaria,Bulgary,Lọ,1e4,2e4,2e8,PHÚ THÁI,Bệnh viện ĐH Y HN,1,2016,national,2016-2017,C52028,TRUE,Injection
9407,Cefepime,1g,Cefepime Gerda 1g,VN-17366-13,"Hộp 1 lọ 1g, Bột pha tiêm, Tiêm",LDP Laboratorios Torlan S.A - Spain,Spain,Lọ,5e3,83445,417225e3,VẠN XUÂN,Bệnh viện ĐH Y HN,1,2016,national,2016-2017,C52029,TRUE,Injection
9408,Cefotaxime,1g,Tarcefoksym 1g,VN-18105-14,"Hộp 1 lọ, bột pha tiêm, tiêm",Tarchomin - Ba Lan,Poland,Lọ,2e4,21945,4389e5,CPC1,Bệnh viện ĐH Y HN,1,2016,national,2016-2017,C52030,TRUE,Injection
9409,Ceftazidime,1g,Demozidim,VN-18291-14,"Hộp 10 lọ, Bột pha tiêm, Tiêm",Demo S.A. Pharmaceutical Industry- Greece,Greece,Lọ,6e4,34020,20412e5,BÌNH VIỆT ĐỨC,Bệnh viện ĐH Y HN,1,2016,national,2016-2017,C52031,TRUE,Injection
9410,Ceftriaxone,1g,Ceftriaxone Panpharma,VN-14834-12,Hộp 25 lọ bột pha tiêm,Panpharma - Pháp,France,Lọ,4e4,22500,9e8,VIPHARCO,Bệnh viện ĐH Y HN,1,2016,national,2016-2017,C52032,TRUE,Injection
9411,Cefuroxime,1.5g,"Cefuroxime Actavis 1,5g",VN-17805-14,"Hộp 5 lọ, bột pha dung dịch tiêm bắp hoặc tĩnh mạch, tiêm",Balkanpharma - Razgrad AD - Bulgaria,Bulgary,Lọ,1e4,44500,445e6,KIM PHÚC,Bệnh viện ĐH Y HN,1,2016,national,2016-2017,C52033,TRUE,Injection
9412,Cefuroxime,750mg,CefuroximeActavis 750mg,VN-18620-15,Hộp 5 lọ; bột pha dung dịch tiêm bắp hoặc tĩnh mạch,Balkanpharma - Razgrad AD - Bulgaria,Bulgary,Lọ,15e3,26250,39375e4,THĂNG LONG,Bệnh viện ĐH Y HN,1,2016,national,2016-2017,C52034,TRUE,Injection
9417,Ciprofloxacin,200mg,Ciprinol 200mg/100ml,VN-17885-14,"Hộp 1 lọ 100ml, Dung dịch tiêm, Tiêm","KRKA, D.D, Novo Mestro - Slovenia",Slovenia,Lọ,2e4,63999,127998e4,VẠN XUÂN,Bệnh viện ĐH Y HN,1,2016,national,2016-2017,C52039,TRUE,Injection
9426,Cyclosporine,"0,05% (0,5mg/ g)",Restasis,VN-14894-12,"Hộp 30 ống x 0,4ml, Nhũ tương nhỏ mắt, Nhỏ mắt","Allergan Sales, LLC - Mỹ",USA,Ống,200,17906,3581200,HAPHARCO,Bệnh viện ĐH Y HN,1,2016,national,2016-2017,C52048,TRUE,Ocular/Otic route
9531,Metronidazole,500mg/100ml,Trichopol,"Hộp 1 túi 100ml Dung dịch truyền, Truyền TM",NA,Pharmaceutical Works Polpharma S.A - Ba Lan,Poland,Túi,5e4,26250,13125e5,PHÚ THÁI,Bệnh viện ĐH Y HN,1,2016,national,2016-2017,C52153,TRUE,"NA"
9556,Ofloxacin,200mg,Remecilox 200,"Hộp 10 vỉ x 10 viên, Viên nén bao phim, Uống",NA,Remedica Ltd. - Cyprus,Cyprus,Viên,6e3,2200,132e5,GIA MINH,Bệnh viện ĐH Y HN,1,2016,national,2016-2017,C52178,TRUE,"NA"
9637,Vancomycin,500mg,Vancomycin Normon,VN-16611-13,Hộp 1 lọ bột pha dung dịch truyền tĩnh mạch,Laboratorios Normon-Spain,Spain,Lọ,5e3,52e3,26e7,ĐẠI NAM,Bệnh viện ĐH Y HN,1,2016,national,2016-2017,C52259,TRUE,Injection
9638,Vancomycin,1g,Valacin 1000,VN-18787-15,"Hộp 1 lọ, Bột pha tiêm, tiêm",Laboratorio Reig Jofre - Tây Ban Nha,Spain,Lọ,3e3,103500,3105e5,CPC1,Bệnh viện ĐH Y HN,1,2016,national,2016-2017,C52260,TRUE,Injection
9643,Roxithromycin,250mg,Azicine,VD-20541-14,"Hộp 1 vỉ x 6  viên nang cứng, uống",Liên doanh Stada - VN,Vietnam,Viên,1e3,3600,36e5,GIA LINH,Bệnh viện ĐH Y HN,2,2016,national,2016-2017,C52265,TRUE,Oral
9646,Ceftazidime,1 g,Koceim Inj,VN-18426-14,"hộp 10 lọ, bột pha tiêm bắp, tĩnh mạch","Yoo Young pharmaceutical.Co.,Ltd,Korea",Korea,Lọ,2e4,17e3,34e7,HÀ ĐÔNG,Bệnh viện ĐH Y HN,2,2016,national,2016-2017,C52268,TRUE,Injection
9647,Cefuroxime,"1,5g",Cefurofast 1500,VD-19936-13,"Hộp 10 lọ, bột pha tiêm","Công ty CPDP Tenamyd - CSNQ: Labesfal Laboratorios Almiro, S.A Bồ Đào Nha",Portugal,Lọ,1e4,42e3,42e7,SANTA VN,Bệnh viện ĐH Y HN,2,2016,national,2016-2017,C52269,TRUE,Injection
9648,Roxithromycin,250mg,Clarithromycin Stada 250mg,VD-11961-10,"Hộp 2 vỉ x 10 viên nén bao phim, uống",Liên doanh Stada - VN,Vietnam,Viên,5e3,2970,1485e4,GIA LINH,Bệnh viện ĐH Y HN,2,2016,national,2016-2017,C52270,TRUE,Oral
9649,Roxithromycin,500mg,Clarithromycin Stada 500mg,VD-11962-10,"Hộp 4 vỉ x 7 viên nén bao phim, uống",Liên doanh Stada - VN,Vietnam,Viên,5e3,4950,2475e4,GIA LINH,Bệnh viện ĐH Y HN,2,2016,national,2016-2017,C52271,TRUE,Oral
9666,Meropenem,1g,Maxpenem 1g,VN-19204-15,Hộp 10 lọ bột pha tiêm,JW Pharmaceutical Corporation -Korea,Korea,Lọ,5e3,177e3,885e6,O2 VIET NAM,Bệnh viện ĐH Y HN,2,2016,national,2016-2017,C52288,TRUE,Injection
9667,Meropenem,500mg,Ropenem 500mg,VN-16892-13,Hộp 1 lọ; Bột pha tiêm,Ranbaxy Laboratories - Ấn Độ,India,Lọ,2e3,137e3,274e6,HOÀNG ĐỨC,Bệnh viện ĐH Y HN,2,2016,national,2016-2017,C52289,TRUE,Injection
9668,Metronidazole,500mg/100ml,Andorse,VN-5488-10,Dung dịch truyền,Marck Biosciences limited-India,India,Chai,5e4,9800,49e7,CODUPHA,Bệnh viện ĐH Y HN,2,2016,national,2016-2017,C52290,TRUE,Injection
9704,Amikacin,250mg,Midakacin 250,VD-15824-11,"Hộp 10 lọ, bột pha tiêm, tiêm",Pharbaco - Việt Nam,Vietnam,Lọ,4e3,11e3,44e6,PHARBACO,Bệnh viện ĐH Y HN,3,2016,national,2016-2017,C52326,TRUE,Injection
9705,Amikacin,500mg/100ml,Zilvit,VD-19023-13,"Hộp 1 lọ 100ml, Dung dịch tiêm truyền, Tiêm truyền",Pharbaco,Vietnam,Lọ,4e3,45e3,18e7,VẠN XUÂN,Bệnh viện ĐH Y HN,3,2016,national,2016-2017,C52327,TRUE,Injection
9706,Amikacin,500mg/2ml,Itamekacin,VD-18570-13,"Hộp 5 ống x 2ml, Dung dịch tiêm truyền, Tiêm truyền",Công ty TNHH sản xuất dược phẩm  Medlac Pharma Italy - Việt Nam,Vietnam,Ống,6e3,8999,53994e3,VẠN XUÂN,Bệnh viện ĐH Y HN,3,2016,national,2016-2017,C52328,TRUE,Injection
9709,Amoxicillin,250mg,Amoxicilin 250mg,VD-16902-12,"Hộp 30 gói x 2,5g thuốc bột, uống",Công ty  CPDP Hà Tây  - Việt Nam,Vietnam,Gói,3e3,670,201e4,HÀ TÂY,Bệnh viện ĐH Y HN,3,2016,national,2016-2017,C52331,TRUE,Oral
9715,Ampicillin,1g,Ampicilin VCP,VD-14895-11,"Hộp 50 lọ, thuốc  bột pha tiêm, IM/IV",VCP - Việt Nam,Vietnam,Lọ,3e3,3400,102e5,VCP,Bệnh viện ĐH Y HN,3,2016,national,2016-2017,C52337,TRUE,Injection
9729,Cefadroxil,500mg,CEFADROXIL 500mg,VD-21371-14,Hộp 20 vỉ 10 v.nang. Viên uống,Vidiphar - Việt Nam,Vietnam,Viên,3e3,894.6,2683800,VIDIPHA,Bệnh viện ĐH Y HN,3,2016,national,2016-2017,C52351,TRUE,Oral
